端末推定,from_time,to_time,from_generation,to_generation,from_blob_kind,to_blob_kind,from_sqlite_open,to_sqlite_open,same_size,same_sha256_full,same_header,size_delta,transition
iPhone15 Pro,2026-01-19 13:33:50,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-19-133350  no\Workspace,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,716800,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-16 00:00:00,2026-01-16 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\- 2026-01-16  (00_e9-00_ff),H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\- 2026-01-16-164631  00_e9 -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-16 00:00:00,2026-01-16 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\- 2026-01-16-164631  00_e9 -,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\2026-01-16-155346  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-401408,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-16 00:00:00,2026-01-16 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\2026-01-16-155346  00_ff,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\2026-01-16-164016  00_fa,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,401408,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-16 00:00:00,2026-01-17 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\2026-01-16-164016  00_fa,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\- 2026-01-17  (00_fa-00_ff) -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-4096,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-17 00:00:00,2026-01-17 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\- 2026-01-17  (00_fa-00_ff) -,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\- 2026-01-17-005317  00_fa -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-17 00:00:00,2026-01-17 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\- 2026-01-17-005317  00_fa -,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\2026-01-17-000353  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-389120,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-17 00:00:00,2026-01-17 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\2026-01-17-000353  00_ff,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\2026-01-17-000824  00_e9,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,401408,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-17 00:00:00,2026-01-21 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\2026-01-17-000824  00_e9,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\- 2026-01-21  (00_e9-00_ff) -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-8192,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-21 00:00:00,2026-01-21 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\- 2026-01-21  (00_e9-00_ff) -,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\- 2026-01-21-170058  00_e9 -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-21 00:00:00,2026-01-21 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\- 2026-01-21-170058  00_e9 -,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\2026-01-21-163140  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-389120,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-21 00:00:00,2026-01-21 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\2026-01-21-163140  00_ff,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\2026-01-21-165931  00_fa,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,385024,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
Friend,2026-01-21 00:00:00,2026-01-29 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\2026-01-21-165931  00_fa,H:\Manifest\Friend_Device\iPhone12 Pro Max\00008101-000A281C14B9003A\My_PC\2026-01-29,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,376672256,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
iPhone13,2025-12-19 00:00:00,2025-12-20 15:27:13,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\- 2025-12-19_1  (01_fe-00_ff) -,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\2025-12-20-152713  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-5808128,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
iPhone13,2025-12-20 15:27:13,2025-12-20 17:03:51,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\2025-12-20-152713  00_ff,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\2025-12-20-170351  00_fe,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,6238208,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
iPhone13,2025-12-20 17:03:51,2025-12-20 17:28:21,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\2025-12-20-170351  00_fe,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\- 2025-12-20-172821  01_fe -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-430080,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2025-12-30 00:00:00,2025-12-31 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-30\2025-12-30-154642  00_ff,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\- 2025-12-31  (0c_fa-00_ff) -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-2949120,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2025-12-31 00:00:00,2025-12-31 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\- 2025-12-31  (0c_fa-00_ff) -,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\- 2025-12-31-075308  0c_fa -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2025-12-31 00:00:00,2025-12-31 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\- 2025-12-31-075308  0c_fa -,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\2025-12-31-072503  0a_fe,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-69632,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2025-12-31 00:00:00,2026-01-06 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\2025-12-31-072503  0a_fe,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\- 2026-01-06  (01_fa-00_ff) -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,528384,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-06 00:00:00,2026-01-06 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\- 2026-01-06  (01_fa-00_ff) -,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\- 2026-01-06-234154  01_fa -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-06 00:00:00,2026-01-06 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\- 2026-01-06-234154  01_fa -,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\-- 2026-01-06  (01_fa-00_ff) --,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,8192,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-06 00:00:00,2026-01-06 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\-- 2026-01-06  (01_fa-00_ff) --,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\-- 2026-01-06-194020  01_fa --,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-06 00:00:00,2026-01-06 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\-- 2026-01-06-194020  01_fa --,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\2026-01-06-193421  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,3231744,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-06 00:00:00,2026-01-06 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\2026-01-06-193421  00_ff,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\2026-01-06-215614  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,NO,NO,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-06 00:00:00,2026-01-24 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\2026-01-06-215614  00_ff,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-24\2026-01-24-123640  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-4120576,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-24 00:00:00,2026-01-25 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-24\2026-01-24-123640  00_ff,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-25\2026-01-25-143903  00_ff,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,217088,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-25 00:00:00,2026-01-26 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-25\2026-01-25-143903  00_ff,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-26\- 2026-01-26-094229  (0d_fe-00_ff) -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,-2920448,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-26 00:00:00,2026-01-26 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-26\- 2026-01-26-094229  (0d_fe-00_ff) -,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-26\- 2026-01-26-094229  0d_fe -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-26 00:00:00,2026-01-26 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-26\- 2026-01-26-094229  0d_fe -,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-26\2026-01-26-084325  00_fe,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,147456,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-26 00:00:00,2026-01-27 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-26\2026-01-26-084325  00_fe,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-27\- 2026-01-27  (00_fe-00_ff) -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,NO,NO,NO,143360,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
12G,2026-01-27 00:00:00,2026-01-27 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-27\- 2026-01-27  (00_fe-00_ff) -,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-27\-2026-01-27-090130  00_fe -,OPAQUE_HIGH_ENTROPY,OPAQUE_HIGH_ENTROPY,NO,NO,YES,YES,YES,0,OPAQUE_HIGH_ENTROPY->OPAQUE_HIGH_ENTROPY
