端末推定,日付,月,推定日時,generation_dir,ファイル名,ファイルパス,分類,サイズbytes,更新時刻,blob_kind,sample_entropy,header_hex,sha256_head1mb,sha256_full_if_small,sqlite_open,sqlite_error,sqlite_table_count,sqlite_tables,files_count,properties_count,integrity_quick
iPhone15 Pro,2026-01-20,2026-01,2026-01-20 13:35:45,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace,Manifest.db,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-20-133545  00_ff\Workspace\Manifest.db,exact_manifest_db,215371792,2026-04-20 20:30:44,OPAQUE_HIGH_ENTROPY,7.999819,f0fba6da1eb99ce1e91f5d4fbb967dba116b939cbe5682bdb8850d27016efbbd,2be3228520f8e112c55654e4b50d722aedb2f9bcaec5c327ec440bf206fb1de6,da3d5505dbde82138aa28e63375bfe28eef21fbe8ed259e5dd8e8a81d55a8a58,NO,,,,,,
iPhone15 Pro,2026-01-19,2026-01,2026-01-19 13:33:50,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-19-133350  no\Workspace,Manifest.db,H:\Manifest\Friend_Device\iPhone15 Pro\00008130-000C2CA92181001C\Internet_Cafe\2026-01-19-133350  no\Workspace\Manifest.db,exact_manifest_db,214654992,2026-01-19 20:32:34,OPAQUE_HIGH_ENTROPY,7.999857,86b0a66216cb7d0065cbd44131f9a91af0c1b3f4064b839e4c567e8269d942f2,465b7cdc2fc8bf354ef78acf4dd4b8e7fcbcd423b085ba00ac8a39db8bf88a24,c778a7b1e4e449b3d5a43aa4d5a7838ca3116cac77889e35dbe682662cabdf1d,NO,,,,,,
Friend,2026-01-16,2026-01,2026-01-16 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\- 2026-01-16  (00_e9-00_ff),Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\- 2026-01-16  (00_e9-00_ff)\Manifest.db,exact_manifest_db,8953872,2026-04-20 20:06:18,OPAQUE_HIGH_ENTROPY,7.999843,847f84c217ea6cfeca8065f1cf1934a44be790cd85bb9cf3aead64152f5d1224,b765b82db9a21bd518bf3cf7099b15b6278c1d8945807b9b6bf028b3d1b4ad79,cf247d268d2709c605a8cc3eff3a2434d0c862100db90e69eeb7a4299c2fc159,NO,,,,,,
Friend,2026-01-16,2026-01,2026-01-16 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\- 2026-01-16-164631  00_e9 -,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\- 2026-01-16-164631  00_e9 -\Manifest.db,exact_manifest_db,8953872,2026-04-25 14:57:24,OPAQUE_HIGH_ENTROPY,7.999843,847f84c217ea6cfeca8065f1cf1934a44be790cd85bb9cf3aead64152f5d1224,b765b82db9a21bd518bf3cf7099b15b6278c1d8945807b9b6bf028b3d1b4ad79,cf247d268d2709c605a8cc3eff3a2434d0c862100db90e69eeb7a4299c2fc159,NO,,,,,,
Friend,2026-01-16,2026-01,2026-01-16 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\2026-01-16-155346  00_ff,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\2026-01-16-155346  00_ff\Manifest.db,exact_manifest_db,8552464,2026-04-20 19:58:50,OPAQUE_HIGH_ENTROPY,7.999819,cd83e652f149dc15b811b61af96a9279561b9f3c03b8b4e34a8f73ee50432f81,9dbb72b75dcd2790179f921ee0b643785a52533fb508e3fdd551fba3d068b735,68fa2e94ae3461ea90f0f3882c4f9fa264965c7615c69a53be401c69f1f125c1,NO,,,,,,
Friend,2026-01-16,2026-01,2026-01-16 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\2026-01-16-164016  00_fa,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-16\Internet_Cafe\2026-01-16-164016  00_fa\Manifest.db,exact_manifest_db,8953872,2026-04-20 20:02:38,OPAQUE_HIGH_ENTROPY,7.999816,ea1b1372de0bde2b0411f645a4a617528f9a6d1926657e257270b11e6b1d8784,599964966bde9060572a927244832c2db732c7af72dd6b664a0b6137002999ff,7cfa5cce977cbfb72c45f239a3c57808a6bf0e90b6d79d39cdc7bb6cb54eeb3e,NO,,,,,,
Friend,2026-01-17,2026-01,2026-01-17 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\- 2026-01-17  (00_fa-00_ff) -,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\- 2026-01-17  (00_fa-00_ff) -\Manifest.db,exact_manifest_db,8949776,2026-04-20 20:23:46,OPAQUE_HIGH_ENTROPY,7.999826,ed05afab702aaf929a283c1e3fdd9238d6c8931c5561c06923853e6f9d824464,d109073b75bd8278d6a80cfed595ad6febd2b3ee52d9ca127ac327b1a70a9f00,9c2648aac93d20b75aa7193d35e79857b5b496cec54eb147afa9a31be3a1c772,NO,,,,,,
Friend,2026-01-17,2026-01,2026-01-17 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\- 2026-01-17-005317  00_fa -,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\- 2026-01-17-005317  00_fa -\Manifest.db,exact_manifest_db,8949776,2026-04-20 20:19:04,OPAQUE_HIGH_ENTROPY,7.999826,ed05afab702aaf929a283c1e3fdd9238d6c8931c5561c06923853e6f9d824464,d109073b75bd8278d6a80cfed595ad6febd2b3ee52d9ca127ac327b1a70a9f00,9c2648aac93d20b75aa7193d35e79857b5b496cec54eb147afa9a31be3a1c772,NO,,,,,,
Friend,2026-01-17,2026-01,2026-01-17 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\2026-01-17-000353  00_ff,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\2026-01-17-000353  00_ff\Manifest.db,exact_manifest_db,8560656,2026-04-20 20:13:40,OPAQUE_HIGH_ENTROPY,7.999834,e7675db22d5335200bc90178d93286b1f34c43495a1fb01bc0940f9b2ea585b3,9679b7173d4c2fb67595f29604bd039410211379e9717b62a2e5f3963f7a7471,c8a6908b62b07021f6d941f57c57794ddb185d999713725f3523c621141ae6dd,NO,,,,,,
Friend,2026-01-17,2026-01,2026-01-17 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\2026-01-17-000824  00_e9,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-17\My_PC\2026-01-17-000824  00_e9\Manifest.db,exact_manifest_db,8962064,2026-04-20 20:17:20,OPAQUE_HIGH_ENTROPY,7.999798,b319a8520c7bb4d1e522fd6fa6331d2db78b57b8d0ce598cd544617f6cb09662,4d50eb11206824af97eacdacf8d90504d2ee43ee0f4fff648ace2368ab514e73,2851f3d757eaee643a99038d1eeef68905c3e8cb4d9199fe729c032f9d44be79,NO,,,,,,
Friend,2026-01-21,2026-01,2026-01-21 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\- 2026-01-21  (00_e9-00_ff) -,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\- 2026-01-21  (00_e9-00_ff) -\Manifest.db,exact_manifest_db,8953872,2026-04-20 20:44:08,OPAQUE_HIGH_ENTROPY,7.999815,5fdd896a9dc20628fc7901d82392f483d30f34239edd511083ab814390c17f4b,bcd69d13eca584ec8013df7f3e9c52aea718e46db61fa4aa084755aa2102c71b,da2ae77b5d4bc321ed400922def63404785ffe217c6bb19f0f5e86244594bfae,NO,,,,,,
Friend,2026-01-21,2026-01,2026-01-21 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\- 2026-01-21-170058  00_e9 -,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\- 2026-01-21-170058  00_e9 -\Manifest.db,exact_manifest_db,8953872,2026-04-20 20:42:42,OPAQUE_HIGH_ENTROPY,7.999815,5fdd896a9dc20628fc7901d82392f483d30f34239edd511083ab814390c17f4b,bcd69d13eca584ec8013df7f3e9c52aea718e46db61fa4aa084755aa2102c71b,da2ae77b5d4bc321ed400922def63404785ffe217c6bb19f0f5e86244594bfae,NO,,,,,,
Friend,2026-01-21,2026-01,2026-01-21 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\2026-01-21-163140  00_ff,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\2026-01-21-163140  00_ff\Manifest.db,exact_manifest_db,8564752,2026-04-20 20:37:50,OPAQUE_HIGH_ENTROPY,7.999845,50215ed770f75b41339cf3a99d45d4a00d8ce60d54a03906f034aeb6973595ca,53ca443338e0edc5d869b4adaa5deb408be96b048d90511f25c329e43eec9cc3,0e705c88c1e3d87769125f9343e7f561cc77df1f7500528ebe146ed7a9a024ad,NO,,,,,,
Friend,2026-01-21,2026-01,2026-01-21 00:00:00,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\2026-01-21-165931  00_fa,Manifest.db,H:\Manifest\Friend_Device\iPhone6 Plus\10177d45c1f7582e34796f23474bffc9cf5f7359\2026-01-21\My_PC\2026-01-21-165931  00_fa\Manifest.db,exact_manifest_db,8949776,2026-04-20 20:40:54,OPAQUE_HIGH_ENTROPY,7.999853,390489d422b01f48f93b93ad2f404e830864fe1d152a8ae9bd61c9671f5a4cc0,7cbf0cb58665f156a4a9496a8f702627d1a9edd6e2521a3818d480451878da31,0df40fe0add6e6af4cbb0dde0d7d45aa6794525296164f3cdcf6fb27b88c0d7d,NO,,,,,,
Friend,2026-01-29,2026-01,2026-01-29 00:00:00,H:\Manifest\Friend_Device\iPhone12 Pro Max\00008101-000A281C14B9003A\My_PC\2026-01-29,Manifest.db,H:\Manifest\Friend_Device\iPhone12 Pro Max\00008101-000A281C14B9003A\My_PC\2026-01-29\Manifest.db,exact_manifest_db,385622032,2026-04-20 21:06:12,OPAQUE_HIGH_ENTROPY,7.999796,0ce8519316aa246e6da4ec504f33b29436de9ce6860324f8773129bc039c81bf,de395df42d1beee7719c2ad3fff47dd3bae259155e50a75b13ee0fa334b5ff90,8662b21ac132636da29796027b035d8d1c9ab3af1562c5808c9116f430daf981,NO,,,,,,
iPhone13,2025-12-19,2025-12,2025-12-19 00:00:00,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\- 2025-12-19_1  (01_fe-00_ff) -,Manifest.db,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\- 2025-12-19_1  (01_fe-00_ff) -\Manifest.db,exact_manifest_db,525729808,2025-12-20 17:26:00,OPAQUE_HIGH_ENTROPY,7.999825,958bdfac62fda1f293f55253f81ff216407cffe2c1efefda2ba752e814804355,fc19c10c5f051477e2d03f0bbc2fde19ffd505219c94f311276f72e0a221dacf,216394eb6ebba8934029e97a3e0154006d5707919680e576d3c1d5a53fcd3636,NO,,,,,,
iPhone13,2025-12-20,2025-12,2025-12-20 17:28:21,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\- 2025-12-20-172821  01_fe -,Manifest.db,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\- 2025-12-20-172821  01_fe -\Manifest.db,exact_manifest_db,525729808,2025-12-20 17:26:00,OPAQUE_HIGH_ENTROPY,7.999825,958bdfac62fda1f293f55253f81ff216407cffe2c1efefda2ba752e814804355,fc19c10c5f051477e2d03f0bbc2fde19ffd505219c94f311276f72e0a221dacf,216394eb6ebba8934029e97a3e0154006d5707919680e576d3c1d5a53fcd3636,NO,,,,,,
iPhone13,2025-12-20,2025-12,2025-12-20 15:27:13,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\2025-12-20-152713  00_ff,Manifest.db,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\2025-12-20-152713  00_ff\Manifest.db,exact_manifest_db,519921680,2025-12-20 15:24:18,OPAQUE_HIGH_ENTROPY,7.99983,c264196a8b278e9f1c568094e37514d7db01e113579f48333b0ce158ee52a2a9,81eaf5d176e12ca0a4066ad37f14583b73c58eb559577f41e7e1479511a2f817,38bfdba7e8b60b0072f244008813adaadeccf2b19b63707e05b32e52019a2b2e,NO,,,,,,
iPhone13,2025-12-20,2025-12,2025-12-20 17:03:51,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\2025-12-20-170351  00_fe,Manifest.db,H:\Manifest\Friend_Device\iPhone13\My_PC\00008110-001A7D222E33601E\2025-12-20-170351  00_fe\Manifest.db,exact_manifest_db,526159888,2025-12-20 17:01:42,OPAQUE_HIGH_ENTROPY,7.999834,5824e72eff9ee77928e1efc4b7be9dde0c245a40bf31fefdd9b2db1b18e270be,70e5cb7023fabf3c2c85537aba59812a9bc8ec35c4f71cf9546ff8b3a5c21693,9aef95a7d9b26047ab1ff70a04ef040c9aaa72cbcf1f623f7b9806f99c127f01,NO,,,,,,
12G,2025-12-30,2025-12,2025-12-30 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-30\2025-12-30-154642  00_ff,Manifest.db,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-30\2025-12-30-154642  00_ff\Manifest.db,exact_manifest_db,122355728,2025-12-30 15:45:50,OPAQUE_HIGH_ENTROPY,7.999827,f98a98829e1b291b264f7ae6aa592fc729254a631e7fb89d376e3655c9611112,3bddc3c7adcc5072e9d499446f682a03393b7ab565e691afd140f8ca19034b78,c2e67c0ca9dd1dda1517d8a2fbdf3df44d708e2bf3d6d92733921363b9be0b3b,NO,,,,,,
12G,2025-12-31,2025-12,2025-12-31 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\- 2025-12-31  (0c_fa-00_ff) -,Manifest.db,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\- 2025-12-31  (0c_fa-00_ff) -\Manifest.db,exact_manifest_db,119406608,2025-12-31 07:52:26,OPAQUE_HIGH_ENTROPY,7.999837,71730d55b0e2d920a2a89185195d8382b8f601ac3270b81171d1f651c2c1c732,19f5d3cdb2e04265cb0fc94c03e1178ffe069383f34a4251fba332b2b7dd9bf8,1399a0f3743d2889d7100470b5a75e295ab999a8e5f631b6d9c8a28e802daeb8,NO,,,,,,
12G,2025-12-31,2025-12,2025-12-31 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\- 2025-12-31-075308  0c_fa -,Manifest.db,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\- 2025-12-31-075308  0c_fa -\Manifest.db,exact_manifest_db,119406608,2025-12-31 07:52:26,OPAQUE_HIGH_ENTROPY,7.999837,71730d55b0e2d920a2a89185195d8382b8f601ac3270b81171d1f651c2c1c732,19f5d3cdb2e04265cb0fc94c03e1178ffe069383f34a4251fba332b2b7dd9bf8,1399a0f3743d2889d7100470b5a75e295ab999a8e5f631b6d9c8a28e802daeb8,NO,,,,,,
12G,2025-12-31,2025-12,2025-12-31 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\2025-12-31-072503  0a_fe,Manifest.db,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2025-12-31\2025-12-31-072503  0a_fe\Manifest.db,exact_manifest_db,119336976,2025-12-31 07:24:22,OPAQUE_HIGH_ENTROPY,7.999829,1c73b8906bea1f6427d57427932036101557233532760f02ec1c048aa09a9ae1,dab9845e3a46103bdcccdedc4a4b060e93fa64fe39549aaf1cdefc02d6862841,5a310fcb9993e98b929cf2c98f75859dd2f6ed48289fe60e933f6198c489e15f,NO,,,,,,
12G,2026-01-06,2026-01,2026-01-06 00:00:00,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\- 2026-01-06  (01_fa-00_ff) -,Manifest.db,H:\Manifest\My_Device\12G\00008101-0010145911E0001E\2026-01-06\- 2026-01-06  (01_fa-00_ff) -\Manifest.db,exact_manifest_db,119865360,2026-01-06 23:41:28,OPAQUE_HIGH_ENTROPY,7.99981,3f120c7c5e21a5228430d227ef534eb1f71a6edaf137c26f8ffd37a97af9351b,1b0f9f1eaf76941f115e6bb25cc2cfbb3156386114829fd8d2ef426f51cd038f,0dc023f8ec2725ebd791ab704ffaa5b74f32b3c3a32d5b848e7308a4060dd1f9,NO,,,,,,
